ccle_name,row_id,pool_id,culture,depmap_id,screen
KNS60_CENTRAL_NERVOUS_SYSTEM,ACH-000445::P112::PR500A::REP1M,P112,PR500A,ACH-000445,REP1M
ISTMES2_PLEURA,ACH-000331::P112::PR500A::REP1M,P112,PR500A,ACH-000331,REP1M
SW579_THYROID,ACH-000163::P112::PR500A::REP1M,P112,PR500A,ACH-000163,REP1M
MDAMB231_BREAST,ACH-000768::P112::PR500A::REP1M,P112,PR500A,ACH-000768,REP1M
HSC3_UPPER_AERODIGESTIVE_TRACT,ACH-000778::P112::PR500A::REP1M,P112,PR500A,ACH-000778,REP1M
MELJUSO_SKIN,ACH-000881::P112::PR500A::REP1M,P112,PR500A,ACH-000881,REP1M
NCIH2030_LUNG,ACH-000521::P112::PR500A::REP1M,P112,PR500A,ACH-000521,REP1M
OVCAR8_OVARY,ACH-000696::P112::PR500A::REP1M,P112,PR500A,ACH-000696,REP1M
ESS1_ENDOMETRIUM,ACH-000913::P105::PR500A::REP1M,P105,PR500A,ACH-000913,REP1M
PC14_LUNG,ACH-000030::P112::PR500A::REP1M,P112,PR500A,ACH-000030,REP1M
HEC151_ENDOMETRIUM,ACH-000972::P113::PR500A::REP1M,P113,PR500A,ACH-000972,REP1M
RT4_URINARY_TRACT,ACH-000242::P113::PR500A::REP1M,P113,PR500A,ACH-000242,REP1M
SKES1_BONE,ACH-000087::P113::PR500A::REP1M,P113,PR500A,ACH-000087,REP1M
HT55_LARGE_INTESTINE,ACH-000926::P113::PR500A::REP1M,P113,PR500A,ACH-000926,REP1M
MKN45_STOMACH,ACH-000356::P113::PR500A::REP1M,P113,PR500A,ACH-000356,REP1M
HEP3B217_LIVER,ACH-000625::P113::PR500A::REP1M,P113,PR500A,ACH-000625,REP1M
HOS_BONE,ACH-000613::P113::PR500A::REP1M,P113,PR500A,ACH-000613,REP1M
HUCCT1_BILIARY_TRACT,ACH-000976::P113::PR500A::REP1M,P113,PR500A,ACH-000976,REP1M
NCIH292_LUNG,ACH-001075::P113::PR500A::REP1M,P113,PR500A,ACH-001075,REP1M
HS944T_SKIN,ACH-000632::P105::PR500A::REP1M,P105,PR500A,ACH-000632,REP1M
RERFLCAI_LUNG,ACH-000261::P113::PR500A::REP1M,P113,PR500A,ACH-000261,REP1M
LS180_LARGE_INTESTINE,ACH-000957::P113::PR500A::REP1M,P113,PR500A,ACH-000957,REP1M
SIMA_AUTONOMIC_GANGLIA,ACH-000099::P113::PR500A::REP1M,P113,PR500A,ACH-000099,REP1M
CAMA1_BREAST,ACH-000783::P113::PR500A::REP1M,P113,PR500A,ACH-000783,REP1M
MDAMB436_BREAST,ACH-000573::P113::PR500A::REP1M,P113,PR500A,ACH-000573,REP1M
NCIH1435_LUNG,ACH-000852::P113::PR500A::REP1M,P113,PR500A,ACH-000852,REP1M
SNU1196_BILIARY_TRACT,ACH-000461::P113::PR500A::REP1M,P113,PR500A,ACH-000461,REP1M
SNU449_LIVER,ACH-000420::P113::PR500A::REP1M,P113,PR500A,ACH-000420,REP1M
TE9_OESOPHAGUS,ACH-000694::P113::PR500A::REP1M,P113,PR500A,ACH-000694,REP1M
ABC1_LUNG,ACH-000528::P113::PR500A::REP1M,P113,PR500A,ACH-000528,REP1M
NCIH1373_LUNG,ACH-000845::P113::PR500A::REP1M,P113,PR500A,ACH-000845,REP1M
EBC1_LUNG,ACH-000563::P113::PR500A::REP1M,P113,PR500A,ACH-000563,REP1M
SKMES1_LUNG,ACH-000665::P119::PR500A::REP1M,P119,PR500A,ACH-000665,REP1M
HCC56_LARGE_INTESTINE,ACH-000467::P113::PR500A::REP1M,P113,PR500A,ACH-000467,REP1M
OUMS23_LARGE_INTESTINE,ACH-000296::P113::PR500A::REP1M,P113,PR500A,ACH-000296,REP1M
DETROIT562_UPPER_AERODIGESTIVE_TRACT,ACH-000207::P116::PR500A::REP1M,P116,PR500A,ACH-000207,REP1M
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,ACH-000735::P116::PR500A::REP1M,P116,PR500A,ACH-000735,REP1M
SW1088_CENTRAL_NERVOUS_SYSTEM,ACH-000437::P116::PR500A::REP1M,P116,PR500A,ACH-000437,REP1M
BCPAP_THYROID,ACH-000456::P116::PR500A::REP1M,P116,PR500A,ACH-000456,REP1M
NCIH2023_LUNG,ACH-000781::P105::PR500A::REP1M,P105,PR500A,ACH-000781,REP1M
HDQP1_BREAST,ACH-000643::P116::PR500A::REP1M,P116,PR500A,ACH-000643,REP1M
RH30_SOFT_TISSUE,ACH-000833::P105::PR500A::REP1M,P105,PR500A,ACH-000833,REP1M
BICR56_UPPER_AERODIGESTIVE_TRACT,ACH-000771::P117::PR500A::REP1M,P117,PR500A,ACH-000771,REP1M
SNU81_LARGE_INTESTINE,ACH-000991::P117::PR500A::REP1M,P117,PR500A,ACH-000991,REP1M
OSRC2_KIDNEY,ACH-000159::P117::PR500A::REP1M,P117,PR500A,ACH-000159,REP1M
2313287_STOMACH,ACH-000948::P117::PR500A::REP1M,P117,PR500A,ACH-000948,REP1M
NCIH2170_LUNG,ACH-000481::P117::PR500A::REP1M,P117,PR500A,ACH-000481,REP1M
HUPT3_PANCREAS,ACH-000118::P117::PR500A::REP1M,P117,PR500A,ACH-000118,REP1M
HCC1428_BREAST,ACH-000352::P117::PR500A::REP1M,P117,PR500A,ACH-000352,REP1M
NCIH650_LUNG,ACH-000945::P117::PR500A::REP1M,P117,PR500A,ACH-000945,REP1M
NCIH2110_LUNG,ACH-000929::P117::PR500A::REP1M,P117,PR500A,ACH-000929,REP1M
A549_LUNG,ACH-000681::P107::PR500A::REP1M,P107,PR500A,ACH-000681,REP1M
8MGBA_CENTRAL_NERVOUS_SYSTEM,ACH-000137::P105::PR500A::REP1M,P105,PR500A,ACH-000137,REP1M
RERFLCKJ_LUNG,ACH-000482::P117::PR500A::REP1M,P117,PR500A,ACH-000482,REP1M
PANC0403_PANCREAS,ACH-000235::P117::PR500A::REP1M,P117,PR500A,ACH-000235,REP1M
NCIH23_LUNG,ACH-000900::P117::PR500A::REP1M,P117,PR500A,ACH-000900,REP1M
NUGC3_STOMACH,ACH-000911::P117::PR500A::REP1M,P117,PR500A,ACH-000911,REP1M
KNS81_CENTRAL_NERVOUS_SYSTEM,ACH-000479::P117::PR500A::REP1M,P117,PR500A,ACH-000479,REP1M
MPP89_PLEURA,ACH-000319::P105::PR500A::REP1M,P105,PR500A,ACH-000319,REP1M
COLO800_SKIN,ACH-000401::P117::PR500A::REP1M,P117,PR500A,ACH-000401,REP1M
IPC298_SKIN,ACH-000915::P118::PR500A::REP1M,P118,PR500A,ACH-000915,REP1M
GP2D_LARGE_INTESTINE,ACH-000982::P118::PR500A::REP1M,P118,PR500A,ACH-000982,REP1M
OE21_OESOPHAGUS,ACH-000544::P118::PR500A::REP1M,P118,PR500A,ACH-000544,REP1M
KYSE140_OESOPHAGUS,ACH-000823::P118::PR500A::REP1M,P118,PR500A,ACH-000823,REP1M
NCIH1693_LUNG,ACH-000021::P118::PR500A::REP1M,P118,PR500A,ACH-000021,REP1M
GCIY_STOMACH,ACH-000047::P105::PR500A::REP1M,P105,PR500A,ACH-000047,REP1M
HCC38_BREAST,ACH-000276::P117::PR500A::REP1M,P117,PR500A,ACH-000276,REP1M
NCIH2452_PLEURA,ACH-000092::P117::PR500A::REP1M,P117,PR500A,ACH-000092,REP1M
SW1271_LUNG,ACH-000890::P117::PR500A::REP1M,P117,PR500A,ACH-000890,REP1M
SNU213_PANCREAS,ACH-000266::P105::PR500A::REP1M,P105,PR500A,ACH-000266,REP1M
HT1376_URINARY_TRACT,ACH-000724::P117::PR500A::REP1M,P117,PR500A,ACH-000724,REP1M
HEC251_ENDOMETRIUM,ACH-000996::P117::PR500A::REP1M,P117,PR500A,ACH-000996,REP1M
KNS42_CENTRAL_NERVOUS_SYSTEM,ACH-000622::P117::PR500A::REP1M,P117,PR500A,ACH-000622,REP1M
NCIH446_LUNG,ACH-000800::P117::PR500A::REP1M,P117,PR500A,ACH-000800,REP1M
WM88_SKIN,ACH-000899::P117::PR500A::REP1M,P117,PR500A,ACH-000899,REP1M
COLO741_SKIN,ACH-000582::P116::PR500A::REP1M,P116,PR500A,ACH-000582,REP1M
HEC108_ENDOMETRIUM,ACH-000990::P116::PR500A::REP1M,P116,PR500A,ACH-000990,REP1M
MCF7_BREAST,ACH-000019::P116::PR500A::REP1M,P116,PR500A,ACH-000019,REP1M
SKNAS_AUTONOMIC_GANGLIA,ACH-000260::P116::PR500A::REP1M,P116,PR500A,ACH-000260,REP1M
SF539_CENTRAL_NERVOUS_SYSTEM,ACH-000273::P105::PR500A::REP1M,P105,PR500A,ACH-000273,REP1M
TM31_CENTRAL_NERVOUS_SYSTEM,ACH-000592::P116::PR500A::REP1M,P116,PR500A,ACH-000592,REP1M
JHH7_LIVER,ACH-000848::P118::PR500A::REP1M,P118,PR500A,ACH-000848,REP1M
NCIH2126_LUNG,ACH-000785::P118::PR500A::REP1M,P118,PR500A,ACH-000785,REP1M
MFE319_ENDOMETRIUM,ACH-000988::P118::PR500A::REP1M,P118,PR500A,ACH-000988,REP1M
NCIH747_LARGE_INTESTINE,ACH-000403::P118::PR500A::REP1M,P118,PR500A,ACH-000403,REP1M
YD8_UPPER_AERODIGESTIVE_TRACT,ACH-000630::P105::PR500A::REP1M,P105,PR500A,ACH-000630,REP1M
SNU308_BILIARY_TRACT,ACH-000141::P118::PR500A::REP1M,P118,PR500A,ACH-000141,REP1M
HUH28_BILIARY_TRACT,ACH-000808::P120::PR500A::REP1M,P120,PR500A,ACH-000808,REP1M
U118MG_CENTRAL_NERVOUS_SYSTEM,ACH-000040::P120::PR500A::REP1M,P120,PR500A,ACH-000040,REP1M
SNU1214_UPPER_AERODIGESTIVE_TRACT,ACH-000715::P120::PR500A::REP1M,P120,PR500A,ACH-000715,REP1M
NCIH2228_LUNG,ACH-000447::P120::PR500A::REP1M,P120,PR500A,ACH-000447,REP1M
NCIH2444_LUNG,ACH-000186::P120::PR500A::REP1M,P120,PR500A,ACH-000186,REP1M
HEC6_ENDOMETRIUM,ACH-000984::P118::PR500A::REP1M,P118,PR500A,ACH-000984,REP1M
TE10_OESOPHAGUS,ACH-000318::P118::PR500A::REP1M,P118,PR500A,ACH-000318,REP1M
UACC257_SKIN,ACH-000579::P118::PR500A::REP1M,P118,PR500A,ACH-000579,REP1M
8305C_THYROID,ACH-001306::P118::PR500A::REP1M,P118,PR500A,ACH-001306,REP1M
IM95_STOMACH,ACH-000919::P118::PR500A::REP1M,P118,PR500A,ACH-000919,REP1M
TE14_OESOPHAGUS,ACH-000726::P118::PR500A::REP1M,P118,PR500A,ACH-000726,REP1M
SCC25_UPPER_AERODIGESTIVE_TRACT,ACH-000188::P118::PR500A::REP1M,P118,PR500A,ACH-000188,REP1M
BICR16_UPPER_AERODIGESTIVE_TRACT,ACH-000503::P118::PR500A::REP1M,P118,PR500A,ACH-000503,REP1M
ONCODG1_OVARY,ACH-000013::P120::PR500A::REP1M,P120,PR500A,ACH-000013,REP1M
KALS1_CENTRAL_NERVOUS_SYSTEM,ACH-000231::P117::PR500A::REP1M,P117,PR500A,ACH-000231,REP1M
SKMEL5_SKIN,ACH-000730::P120::PR500A::REP1M,P120,PR500A,ACH-000730,REP1M
ASPC1_PANCREAS,ACH-000222::P120::PR500A::REP1M,P120,PR500A,ACH-000222,REP1M
SNU46_UPPER_AERODIGESTIVE_TRACT,ACH-000500::P120::PR500A::REP1M,P120,PR500A,ACH-000500,REP1M
769P_KIDNEY,ACH-000411::P118::PR500A::REP1M,P118,PR500A,ACH-000411,REP1M
NCIH841_LUNG,ACH-000292::P118::PR500A::REP1M,P118,PR500A,ACH-000292,REP1M
SKMEL24_SKIN,ACH-000822::P118::PR500A::REP1M,P118,PR500A,ACH-000822,REP1M
SNU1041_UPPER_AERODIGESTIVE_TRACT,ACH-000618::P118::PR500A::REP1M,P118,PR500A,ACH-000618,REP1M
WM793_SKIN,ACH-000827::P118::PR500A::REP1M,P118,PR500A,ACH-000827,REP1M
COV362_OVARY,ACH-000278::P120::PR500A::REP1M,P120,PR500A,ACH-000278,REP1M
ISTMES1_PLEURA,ACH-000569::P120::PR500A::REP1M,P120,PR500A,ACH-000569,REP1M
PANC0327_PANCREAS,ACH-000139::P120::PR500A::REP1M,P120,PR500A,ACH-000139,REP1M
UACC62_SKIN,ACH-000425::P120::PR500A::REP1M,P120,PR500A,ACH-000425,REP1M
UBLC1_URINARY_TRACT,ACH-000741::P120::PR500A::REP1M,P120,PR500A,ACH-000741,REP1M
HCC1937_BREAST,ACH-000223::P120::PR500A::REP1M,P120,PR500A,ACH-000223,REP1M
MALME3M_SKIN,ACH-000477::P120::PR500A::REP1M,P120,PR500A,ACH-000477,REP1M
TUHR4TKB_KIDNEY,ACH-000495::P120::PR500A::REP1M,P120,PR500A,ACH-000495,REP1M
NCIH1915_LUNG,ACH-000434::P120::PR500A::REP1M,P120,PR500A,ACH-000434,REP1M
CAPAN2_PANCREAS,ACH-000107::P120::PR500A::REP1M,P120,PR500A,ACH-000107,REP1M
NCIH1623_LUNG,ACH-000744::P120::PR500A::REP1M,P120,PR500A,ACH-000744,REP1M
SNU719_STOMACH,ACH-000898::P120::PR500A::REP1M,P120,PR500A,ACH-000898,REP1M
SNU869_BILIARY_TRACT,ACH-000182::P120::PR500A::REP1M,P120,PR500A,ACH-000182,REP1M
CAL78_BONE,ACH-000516::P120::PR500A::REP1M,P120,PR500A,ACH-000516,REP1M
LU99_LUNG,ACH-000444::P107::PR500A::REP1M,P107,PR500A,ACH-000444,REP1M
NCIH1355_LUNG,ACH-000666::P110::PR500A::REP1M,P110,PR500A,ACH-000666,REP1M
RMUGS_OVARY,ACH-000701::P110::PR500A::REP1M,P110,PR500A,ACH-000701,REP1M
S117_THYROID,ACH-000037::P110::PR500A::REP1M,P110,PR500A,ACH-000037,REP1M
MDAMB435S_SKIN,ACH-000884::P110::PR500A::REP1M,P110,PR500A,ACH-000884,REP1M
HS294T_SKIN,ACH-000014::P110::PR500A::REP1M,P110,PR500A,ACH-000014,REP1M
TCCPAN2_PANCREAS,ACH-000502::P110::PR500A::REP1M,P110,PR500A,ACH-000502,REP1M
SNB75_CENTRAL_NERVOUS_SYSTEM,ACH-000504::P110::PR500A::REP1M,P110,PR500A,ACH-000504,REP1M
NCIH2009_LUNG,ACH-000886::P110::PR500A::REP1M,P110,PR500A,ACH-000886,REP1M
HARA_LUNG,ACH-000843::P111::PR500A::REP1M,P111,PR500A,ACH-000843,REP1M
NCIH1650_LUNG,ACH-000035::P112::PR500A::REP1M,P112,PR500A,ACH-000035,REP1M
DV90_LUNG,ACH-000925::P111::PR500A::REP1M,P111,PR500A,ACH-000925,REP1M
WM1799_SKIN,ACH-000661::P111::PR500A::REP1M,P111,PR500A,ACH-000661,REP1M
WM2664_SKIN,ACH-001239::P111::PR500A::REP1M,P111,PR500A,ACH-001239,REP1M
SNU410_PANCREAS,ACH-000517::P116::PR500A::REP1M,P116,PR500A,ACH-000517,REP1M
OVISE_OVARY,ACH-000527::P116::PR500A::REP1M,P116,PR500A,ACH-000527,REP1M
HCC1143_BREAST,ACH-000374::P116::PR500A::REP1M,P116,PR500A,ACH-000374,REP1M
MHHES1_BONE,ACH-000391::P111::PR500A::REP1M,P111,PR500A,ACH-000391,REP1M
SNU1105_CENTRAL_NERVOUS_SYSTEM,ACH-000368::P116::PR500A::REP1M,P116,PR500A,ACH-000368,REP1M
RCC10RGB_KIDNEY,ACH-000189::P119::PR500A::REP1M,P119,PR500A,ACH-000189,REP1M
RERFLCAD1_LUNG,ACH-000791::P119::PR500A::REP1M,P119,PR500A,ACH-000791,REP1M
NCIH226_LUNG,ACH-000367::P119::PR500A::REP1M,P119,PR500A,ACH-000367,REP1M
SKMEL2_SKIN,ACH-001190::P119::PR500A::REP1M,P119,PR500A,ACH-001190,REP1M
MELHO_SKIN,ACH-000450::P110::PR500A::REP1M,P110,PR500A,ACH-000450,REP1M
DKMG_CENTRAL_NERVOUS_SYSTEM,ACH-000244::P119::PR500A::REP1M,P119,PR500A,ACH-000244,REP1M
CAOV3_OVARY,ACH-000713::P119::PR500A::REP1M,P119,PR500A,ACH-000713,REP1M
IALM_LUNG,ACH-000672::P119::PR500A::REP1M,P119,PR500A,ACH-000672,REP1M
NCIH2347_LUNG,ACH-000875::P119::PR500A::REP1M,P119,PR500A,ACH-000875,REP1M
SKMEL3_SKIN,ACH-000423::P119::PR500A::REP1M,P119,PR500A,ACH-000423,REP1M
SQ1_LUNG,ACH-000553::P119::PR500A::REP1M,P119,PR500A,ACH-000553,REP1M
UMUC1_URINARY_TRACT,ACH-000834::P119::PR500A::REP1M,P119,PR500A,ACH-000834,REP1M
LS1034_LARGE_INTESTINE,ACH-000252::P119::PR500A::REP1M,P119,PR500A,ACH-000252,REP1M
COV434_OVARY,ACH-000123::P119::PR500A::REP1M,P119,PR500A,ACH-000123,REP1M
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,ACH-000329::P119::PR500A::REP1M,P119,PR500A,ACH-000329,REP1M
U251MG_CENTRAL_NERVOUS_SYSTEM,ACH-000232::P111::PR500A::REP1M,P111,PR500A,ACH-000232,REP1M
COLO680N_OESOPHAGUS,ACH-000717::P119::PR500A::REP1M,P119,PR500A,ACH-000717,REP1M
SW900_LUNG,ACH-000669::P119::PR500A::REP1M,P119,PR500A,ACH-000669,REP1M
SH10TC_STOMACH,ACH-000764::P119::PR500A::REP1M,P119,PR500A,ACH-000764,REP1M
BT549_BREAST,ACH-000288::P119::PR500A::REP1M,P119,PR500A,ACH-000288,REP1M
BICR6_UPPER_AERODIGESTIVE_TRACT,ACH-000415::P119::PR500A::REP1M,P119,PR500A,ACH-000415,REP1M
BICR31_UPPER_AERODIGESTIVE_TRACT,ACH-000228::P119::PR500A::REP1M,P119,PR500A,ACH-000228,REP1M
LNCAPCLONEFGC_PROSTATE,ACH-000977::P120::PR500A::REP1M,P120,PR500A,ACH-000977,REP1M
TEN_ENDOMETRIUM,ACH-000397::P119::PR500A::REP1M,P119,PR500A,ACH-000397,REP1M
RCM1_LARGE_INTESTINE,ACH-000565::P119::PR500A::REP1M,P119,PR500A,ACH-000565,REP1M
SNU1079_BILIARY_TRACT,ACH-000209::P119::PR500A::REP1M,P119,PR500A,ACH-000209,REP1M
JIMT1_BREAST,ACH-000711::P111::PR500A::REP1M,P111,PR500A,ACH-000711,REP1M
BT474_BREAST,ACH-000927::P119::PR500A::REP1M,P119,PR500A,ACH-000927,REP1M
EFO21_OVARY,ACH-000308::P116::PR500A::REP1M,P116,PR500A,ACH-000308,REP1M
OV56_OVARY,ACH-000091::P116::PR500A::REP1M,P116,PR500A,ACH-000091,REP1M
MDAMB175VII_BREAST,ACH-000759::P116::PR500A::REP1M,P116,PR500A,ACH-000759,REP1M
TT_THYROID,ACH-001321::P120::PR500A::REP1M,P120,PR500A,ACH-001321,REP1M
PANC0813_PANCREAS,ACH-000417::P116::PR500A::REP1M,P116,PR500A,ACH-000417,REP1M
PANC1005_PANCREAS,ACH-000060::P111::PR500A::REP1M,P111,PR500A,ACH-000060,REP1M
TM87_SOFT_TISSUE,ACH-000172::P116::PR500A::REP1M,P116,PR500A,ACH-000172,REP1M
MON_SOFT_TISSUE,ACH-001128::P118::PR500A::REP1M,P118,PR500A,ACH-001128,REP1M
SKNEP1_BONE,ACH-001192::P116::PR500A::REP1M,P116,PR500A,ACH-001192,REP1M
NCIH1703_LUNG,ACH-000747::P111::PR500A::REP1M,P111,PR500A,ACH-000747,REP1M
EWS502_BONE,ACH-000279::P116::PR500A::REP1M,P116,PR500A,ACH-000279,REP1M
KYSE410_OESOPHAGUS,ACH-000809::P111::PR500A::REP1M,P111,PR500A,ACH-000809,REP1M
HT144_SKIN,ACH-000322::P111::PR500A::REP1M,P111,PR500A,ACH-000322,REP1M
CAL29_URINARY_TRACT,ACH-000142::P107::PR500A::REP1M,P107,PR500A,ACH-000142,REP1M
SNU601_STOMACH,ACH-000736::P111::PR500A::REP1M,P111,PR500A,ACH-000736,REP1M
LS411N_LARGE_INTESTINE,ACH-000985::P111::PR500A::REP1M,P111,PR500A,ACH-000985,REP1M
U2OS_BONE,ACH-000364::P111::PR500A::REP1M,P111,PR500A,ACH-000364,REP1M
22RV1_PROSTATE,ACH-000956::P111::PR500A::REP1M,P111,PR500A,ACH-000956,REP1M
OE19_OESOPHAGUS,ACH-000679::P111::PR500A::REP1M,P111,PR500A,ACH-000679,REP1M
SH4_SKIN,ACH-000441::P111::PR500A::REP1M,P111,PR500A,ACH-000441,REP1M
NCIH661_LUNG,ACH-000853::P111::PR500A::REP1M,P111,PR500A,ACH-000853,REP1M
prism invariant 1,prism invariant 1::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 1,REP1M
prism invariant 2,prism invariant 2::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 2,REP1M
prism invariant 3,prism invariant 3::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 3,REP1M
prism invariant 4,prism invariant 4::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 4,REP1M
prism invariant 5,prism invariant 5::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 5,REP1M
prism invariant 6,prism invariant 6::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 6,REP1M
prism invariant 7,prism invariant 7::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 7,REP1M
prism invariant 8,prism invariant 8::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 8,REP1M
prism invariant 9,prism invariant 9::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 9,REP1M
LC1SQSF_LUNG,ACH-001113::P111::PR500A::REP1M,P111,PR500A,ACH-001113,REP1M
prism invariant 10,prism invariant 10::CTLBC::PR500A::REP1M,CTLBC,PR500A,prism invariant 10,REP1M
JHH1_LIVER,ACH-000620::P111::PR500A::REP1M,P111,PR500A,ACH-000620,REP1M
NCIH28_PLEURA,ACH-000648::P111::PR500A::REP1M,P111,PR500A,ACH-000648,REP1M
5637_URINARY_TRACT,ACH-000905::P107::PR500A::REP1M,P107,PR500A,ACH-000905,REP1M
HA1E_KIDNEY,ACH-001310::P101::PR500A::REP1M,P101,PR500A,ACH-001310,REP1M
HEYA8_OVARY,ACH-000542::P101::PR500A::REP1M,P101,PR500A,ACH-000542,REP1M
HCC515_LUNG,ACH-000872::P102::PR500A::REP1M,P102,PR500A,ACH-000872,REP1M
RKO_LARGE_INTESTINE,ACH-000943::P101::PR500A::REP1M,P101,PR500A,ACH-000943,REP1M
CAL62_THYROID,ACH-000174::P101::PR500A::REP1M,P101,PR500A,ACH-000174,REP1M
HLF_LIVER,ACH-000393::P101::PR500A::REP1M,P101,PR500A,ACH-000393,REP1M
SW948_LARGE_INTESTINE,ACH-000680::P111::PR500A::REP1M,P111,PR500A,ACH-000680,REP1M
T24_URINARY_TRACT,ACH-000018::P101::PR500A::REP1M,P101,PR500A,ACH-000018,REP1M
ES2_OVARY,ACH-000906::P101::PR500A::REP1M,P101,PR500A,ACH-000906,REP1M
YD15_SALIVARY_GLAND,ACH-000836::P101::PR500A::REP1M,P101,PR500A,ACH-000836,REP1M
KYSE70_OESOPHAGUS,ACH-000784::P101::PR500A::REP1M,P101,PR500A,ACH-000784,REP1M
KP4_PANCREAS,ACH-000265::P101::PR500A::REP1M,P101,PR500A,ACH-000265,REP1M
A2780_OVARY,ACH-000657::P101::PR500A::REP1M,P101,PR500A,ACH-000657,REP1M
AGS_STOMACH,ACH-000880::P101::PR500A::REP1M,P101,PR500A,ACH-000880,REP1M
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,ACH-000961::P101::PR500A::REP1M,P101,PR500A,ACH-000961,REP1M
HGC27_STOMACH,ACH-000847::P101::PR500A::REP1M,P101,PR500A,ACH-000847,REP1M
647V_URINARY_TRACT,ACH-000896::P101::PR500A::REP1M,P101,PR500A,ACH-000896,REP1M
NCIH1339_LUNG,ACH-000921::P107::PR500A::REP1M,P107,PR500A,ACH-000921,REP1M
CAL12T_LUNG,ACH-000826::P101::PR500A::REP1M,P101,PR500A,ACH-000826,REP1M
L33_PANCREAS,ACH-000685::P101::PR500A::REP1M,P101,PR500A,ACH-000685,REP1M
SF295_CENTRAL_NERVOUS_SYSTEM,ACH-000376::P101::PR500A::REP1M,P101,PR500A,ACH-000376,REP1M
UO31_KIDNEY,ACH-000428::P101::PR500A::REP1M,P101,PR500A,ACH-000428,REP1M
YD10B_UPPER_AERODIGESTIVE_TRACT,ACH-000723::P101::PR500A::REP1M,P101,PR500A,ACH-000723,REP1M
DMS273_LUNG,ACH-000749::P101::PR500A::REP1M,P101,PR500A,ACH-000749,REP1M
G361_SKIN,ACH-000572::P101::PR500A::REP1M,P101,PR500A,ACH-000572,REP1M
OAW42_OVARY,ACH-000704::P108::PR500A::REP1M,P108,PR500A,ACH-000704,REP1M
HMC18_BREAST,ACH-000721::P101::PR500A::REP1M,P101,PR500A,ACH-000721,REP1M
CAL54_KIDNEY,ACH-000457::P101::PR500A::REP1M,P101,PR500A,ACH-000457,REP1M
KON_UPPER_AERODIGESTIVE_TRACT,ACH-001542::P122::PR500B::REP1M,P122,PR500B,ACH-001542,REP1M
GCT27_TESTIS,ACH-001502::P122::PR500B::REP1M,P122,PR500B,ACH-001502,REP1M
HOTHC_THYROID,ACH-002041::P122::PR500B::REP1M,P122,PR500B,ACH-002041,REP1M
SSP25_BILIARY_TRACT,ACH-001858::P122::PR500B::REP1M,P122,PR500B,ACH-001858,REP1M
G415_BILIARY_TRACT,ACH-001850::P122::PR500B::REP1M,P122,PR500B,ACH-001850,REP1M
JEG3_PLACENTA,ACH-001530::P122::PR500B::REP1M,P122,PR500B,ACH-001530,REP1M
MMNK1_BILIARY_TRACT,ACH-001854::P122::PR500B::REP1M,P122,PR500B,ACH-001854,REP1M
ICC9_BILIARY_TRACT,ACH-001849::P122::PR500B::REP1M,P122,PR500B,ACH-001849,REP1M
LS_AUTONOMIC_GANGLIA,ACH-001548::P122::PR500B::REP1M,P122,PR500B,ACH-001548,REP1M
FLO1_OESOPHAGUS,ACH-001500::P122::PR500B::REP1M,P122,PR500B,ACH-001500,REP1M
SG231_BILIARY_TRACT,ACH-001857::P122::PR500B::REP1M,P122,PR500B,ACH-001857,REP1M
RBE_BILIARY_TRACT,ACH-001856::P122::PR500B::REP1M,P122,PR500B,ACH-001856,REP1M
UPCISCC111_UPPER_AERODIGESTIVE_TRACT,ACH-001696::P122::PR500B::REP1M,P122,PR500B,ACH-001696,REP1M
KOSC2CL343_UPPER_AERODIGESTIVE_TRACT,ACH-001543::P122::PR500B::REP1M,P122,PR500B,ACH-001543,REP1M
CASKI_CERVIX,ACH-001336::P122::PR500B::REP1M,P122,PR500B,ACH-001336,REP1M
HEC1_ENDOMETRIUM,ACH-001517::P122::PR500B::REP1M,P122,PR500B,ACH-001517,REP1M
MCC142_SKIN,ACH-001551::P122::PR500B::REP1M,P122,PR500B,ACH-001551,REP1M
CCLP1_BILIARY_TRACT,ACH-001959::P122::PR500B::REP1M,P122,PR500B,ACH-001959,REP1M
CCSW1_BILIARY_TRACT,ACH-001960::P122::PR500B::REP1M,P122,PR500B,ACH-001960,REP1M
C33A_CERVIX,ACH-001333::P122::PR500B::REP1M,P122,PR500B,ACH-001333,REP1M
KKU213_BILIARY_TRACT,ACH-001538::P122::PR500B::REP1M,P122,PR500B,ACH-001538,REP1M
UMUC5_URINARY_TRACT,ACH-001411::P122::PR500B::REP1M,P122,PR500B,ACH-001411,REP1M
KKU055_BILIARY_TRACT,ACH-001537::P122::PR500B::REP1M,P122,PR500B,ACH-001537,REP1M
